Id,Tweet,Has_medication,Begin,End,Span,Drug normalized
512028977079128065,Being a parent comes with alot resposibilties and you have to be able to take them on and handle it,0,,,,
837367418263646209,"One product I must use daily! https://t.co/2oMX1jufQd LOVE my new organic, natural deodorant from @zakdetox ! #ad #momblogger #natural #mom",0,,,,
783737176437686276,Another one of my archived #activity posts... Red and green make..... MESS!! https://t.co/Hl99OxDjUK,0,,,,
462436767250251776,My #camerasucks... #KalEl's #Superman #Kryptonite #ricecrispytreats #KryptoniteKrispies I made for my… http://t.co/QkHCXzu4Bl,0,,,,
627811286957596673,@Noct_Harley thanks. I definitely woke up shaken,0,,,,
636259360289783808,It sounds and feels like fall outside *_____*,0,,,,
859059642663620609,I swear my mom doesn't believe me but I do sure get it from her https://t.co/wNRkzN084s,0,,,,
479277691632615424,Must...have....self control!! #nikepro #dickssportinggoods #iwant #everycolorplease #butimpregnant http://t.co/l3dockMCNU,0,,,,
650497111495016448,"Down goes Ole Miss, and here come all of the Gator fans out of hiding...",0,,,,
719405252601110530,@AboutBabyBlog @MyPetitCanard Thanks for linking! xo,0,,,,
705203863381549056,And no meds since I'm 9 months pregnant. If you need me I will be in bed the rest of this pregnancy.,0,,,,
478288626099712000,Lrt No bullshit hope where ever baby taking us it's endless eats🍔🍤🍖🍢🌽,0,,,,
659051585381736448,@_BrandiChNai I got mike iPhone mines suppose to be here by 3😩,0,,,,
824101291987189761,Now hes googling how a cats penis looks like.,0,,,,
541642742720626689,"Justin talks to Logan like hes speaking through a walkie talkie, *csssh over*",0,,,,
729942615794323456,@matt_rowbotham it's tough to answer? I think social media raises awareness of world issues which will hopefully make the world better!,0,,,,
410184009956986880,@JAntal he is so perfect! I'm completely head over heels in love!! You're the best dad ever. #Perfect #BabyAntal http://t.co/hb0oRuGw6R,0,,,,
445361782438125568,It never fails I'm always forgetting something at Mya house,0,,,,
497169411585765376,Just posted a photo http://t.co/TBBUzAwRgI,0,,,,
556881180750934017,I have some 3d mascaras on hand!!! Get them while they last! $30 save on shopping through me! Located in Brownsville,0,,,,
750045867097231360,It's finally raining 😬💃🏻 Yall 4th of July ruined yet? 💀,0,,,,
788604687062863872,"@perlapell also looking forward to retiring robust, unprecedented, and dangerous.",0,,,,
800269873347760129,"If a woman can get through her pregnancy without a man, imagine what else she is capable of.",0,,,,
722334274075103232,"@rhymingwithwine @MyPetitCanard No problem! Congrats on hosting, took Emily and I a while to get the hang of it, haha. xo",0,,,,
518835324467052544,“@TedOfficialPage: I got myself. I'll catch myself. I'll pick myself up. Fuck relying on anyone. I got me” 👌🙌💯,0,,,,
829386208128139269,Then I told him to go back to sleep 😂,0,,,,
674362995061821447,Every time I take 2 steps forward I get pulled back 15,0,,,,
740320629702856705,My mom always comes home with the cutest things for P 💖👶🏻 https://t.co/QfvEnSS9NH,0,,,,
732038689778499585,I don't think I have ever felt more hopeless and helpless than I do right now. 😖😖,0,,,,
730840404329959424,NEW POST. A sweaty but awesome day out at Stratford! • Linked to #mywildones @mamamakedopush https://t.co/85BgDgIjoT,0,,,,
598002287840071680,@JanJaneth310 thank you 😊,0,,,,
651884448640823296,@Queen_Shania_ y'all need to have a baby.,0,,,,
773282054947516419,@Riahhhhh_ well you better hope it's not a girl 🙄 this time is something different hunty,0,,,,
785931185826459648,I thought Girl on the Train was great! I was tense and I've read the book. Wasn't expecting to be impressed!,0,,,,
462583002821033985,Being pregnant with a second child has really taken a toll on my body. I'm more exhausted when compared to the pregnancy with Ever.,0,,,,
768444082364354560,@Victorrrious_ not even the j walkin ones?? Lmao 😂😂😂😂💀💀💀💀 they ain't doin shit with their lives anyways,0,,,,
902368762229391360,I watch this video everyday 😍 I love y'all so much. https://t.co/h6Bade8c6b,0,,,,
493964331004870656,Just ate pineapple upside down cake for the first time and I must say it tastes kind of like pancakes,0,,,,
450829810932404225,People on twitter are so funny,0,,,,
414194384305790976,With who Tanisha?,0,,,,
781954245511655424,Irritated,0,,,,
596546576006381568,@PinkOddy *crosses everything* From a local point of view the feeling seems to be that we want an MP who is interested &amp; involved.,0,,,,
883362969324748800,I hate driving out to Stony Brook like I just wanted to go into my doctors office and get told you good fam and then leave,0,,,,
395003491707797504,"As much as Ortiz is capable of kicking our ass, I really like him as a person. #STLCards",0,,,,
384309484279320576,@Cysterworld lol. He's a mess.... And driving me insane!,0,,,,
405228405940961280,Haha sureee... now you are lying...,0,,,,
809859454321754112,Rell is offically back to work today... Idk how this is gonna go...,0,,,,
687476812780335106,Erica's voice is annoying. Too much to handle #Newlyweds,0,,,,
732340347884298240,"Durril like a little kid, he will ask me something so I can say yes then do the complete opposite.",0,,,,
575265084227850242,"Non paying EBay bidders do my head in. If you don't want it, don't bid! Arrgghhh.",0,,,,
757923203331268608,Shes literally addorable😍❤️ https://t.co/SXiBRrSRMk,0,,,,
762994084818460672,Wanna go back to sleep 😒,0,,,,
411655406729981952,they didn't warn me when I was running wild. the dragons breathing fire in the backyard at night.,0,,,,
680156947954315265,He's everything and more! ✨💕,0,,,,
817630904675876864,I'm so blessed there's a such thing as the FRG to help me move my stuff that don't have mold on it.,0,,,,
770749842524033024,This girl just said I don't know what it's like to struggle 😂😂😂😂,0,,,,
719068255445467136,"Starting to become a regular thing, making Ryan his ready brek and jam in bed before football",0,,,,
843516394234925056,@_fascinatinn love you too 😘,0,,,,
881474733111377920,no better way to start my day than cuddling with naty &amp; tanna 💞,0,,,,
660651328448897024,I ain't arguing with no bitch that's not on my level period 🙌🏾💯,0,,,,
455392076142608384,@BluntedMF_ GIRL! !!!!!!!! *Crosses fingers*,0,,,,
860618719675985920,Just saw this lady smoking a cigarette right next to her newborn and 5 other kids... WTF 😡,0,,,,
853566665648373761,"@lucy_nesbit stopped texting me right after I said will I ever see you again, maybe that's a sign 🤔😂",0,,,,
872336574469615618,I love when he puts his hand on me like this 👩‍👦❤️ https://t.co/M9goezWt0W,0,,,,
818972500927320067,@JessNeshay I can't leave my bed it's impossible🤷🏽‍♀️,0,,,,
814908501659004928,@LezleeGonzalez Mexican moms be like,0,,,,
775693961239334912,My bones hurt...,0,,,,
484495678307987456,"@Honest That's 2 months in a row I ran out of diapers, &amp; not by my own fault. Let's pick the excellent customer service back up!",0,,,,
437799358654734338,@louxavila @DelanaPaige don't know why it didn't tag @mirandumbmiller !,0,,,,
790312799654154240,"@WiscoHuntinBabe you'd be surprised lol we have two trucks, my car, and a semi in the driveway right now lol plus we have a garage",0,,,,
887709533711196160,@heynelly_ Vanessamarie.xo ❤️,0,,,,
823733089855832064,Melody has the hiccups and it feels so funny,0,,,,
838300330030833667,"Day 4 of #snaphappybritmums #softfocus This monkey stole my side of he bed, but look at his… https://t.co/HrgoJNwvTZ",0,,,,
399060263707492352,i lose interest when i get ignored.,0,,,,
525686675960524800,"Happy Birthday Megan🎉❤️ imysm! you're literally the sweetest, most genuine person I've ever met. You deserve nothing but the best 18th! ILY😍",0,,,,
678233807154204672,@colleeniebikini do it! I always found it goofy and cute - it makes it more personal,0,,,,
505489507093725184,She was SO bummed she couldn't put both @potatofeetla on because of her hospital anklet... 😩💕… http://t.co/RTfFXIFqLq,0,,,,
810121844552564736,@BaggageGirl @McDonaldsUK @MailOnline I like her commitment to hygiene.,0,,,,
770784544010211328,"When my daughter gets here, they will be fuckin quiet or I'm goin next door swingin on all of them bitches",0,,,,
583744373596233728,I have 2 more spots left for today!! Who wants to sign up and make $75 each time daily for only 10.96?? Message... http://t.co/U3DlT6gTAo,0,,,,
422711740518776832,"Today stats: One follower, One unfollower via http://t.co/F2kaCfp0gI",0,,,,
700867940955136001,So in love 😫☺️😍❤️,0,,,,
487779182366453761,Okay that was lil Teas 🐸🍵 I'm out 😁✌,0,,,,
428065313171599360,if you in yo early or middle 20's and aint living comfortable in YO OWN SHIT im not fucking with you,0,,,,
865732619203465216,All I'm looking forward to is Monday night at blend 😍😍,0,,,,
731466613959065600,I'm a little bit in love with Chrissy Teigen.,0,,,,
535577581387800576,deep into the music right now,0,,,,
766733836872929280,Today is the first day in forever that I'm actually considering taking a nap...,0,,,,
656574088517984256,"@seekatiedraw this really helped with how much it annoyed me, so now I only see things I'm excited about and discuss what I'm open to.",0,,,,
666653227027337217,I can't describe how much I miss these tiny feet. These tiny feet that never got to walk the earth… https://t.co/VMI3XwGQGq,0,,,,
801929856959336448,@rawassxcurvie mad I knew exactly what it said ):,0,,,,
666799162134933504,I guess I should pay more attention to Michaels driving because we just did a lap around Portland.,0,,,,
785517652282257408,Joseph is getting a feeding tube soon to help take him off fluids and hopefully speed up his time in the hospital,0,,,,
746741013360742401,@_Desireex3may I'll hit you up soon 😜💁🏻,0,,,,
835625867573260289,When females steady try to compare themselves &lt;,0,,,,
492341655715184640,I was suppose to go to the doctor today but I over slept 😖,0,,,,
496060714315173888,"Many people have come and left, and it has always been good because they emptied some space for better people.",0,,,,
435871202851053568,"the biggest mistake i've made in my life, is letting people stay in my life far longer than they deserve to.",0,,,,
473690470036811776,Just posted a photo http://t.co/TeAY9QS1e0,0,,,,
687384087133306881,Where are they okay with takin' losses at? I ain't from that town,0,,,,
446099057048428545,My daughter gave me more ass&amp;&amp; titties 🙊😂😂😂😂 but wait dis lil ass always was sittin boo💁,0,,,,
898391484168384512,I can't believe this girl rn,0,,,,
488540524135981056,@AdamDetrinidad I tell u exactly how I feel in anger at that moment when u piss me off. That doesn't mean that's really how I feel about u.,0,,,,
778259169082159105,@Nathan_King_ Ima drive my happy ass to Dallas to give you a hug lmao,0,,,,
830238025649106944,But idk what to get her for her birthday I mean I know what she wants but...,0,,,,
696440389151002626,@chassidyyann what's it called?,0,,,,
839191694079713280,My stomach hurtsssss,0,,,,
838266798684442625,Surprised we're not in bed lol,0,,,,
736268517801000960,Today is rough 😞,0,,,,
613650976134832128,Bit naughty putting @bpas1968 and the Maternity Services together at reception isn't it???,0,,,,
810170127568293888,me &amp; bf have never been to a club together,0,,,,
721020468774440960,Q: What is your creative outlet?,0,,,,
804237685216997376,@HanBaker @DogsTrust Love it! And thank you for my socks!,0,,,,
424795951250022400,"Thinking bout my man vneck,he called me 2weeks ago talking bout on snoop put me on wit one of your friends 😂 #chyna",0,,,,
824313849004359690,Hi @MultiChoice @DStv are we also getting @Suits_USA tonight?,0,,,,
729405544704954369,"So many people are expecting little babies.Its so crazy to think we are all growing up, starting familes, and moving on from high school👪🍼💚",0,,,,
839953030258778113,@luckythirteenx cos it's half 9?! I've just got in and got in bed lol,0,,,,
631273098084356097,Wow how does a nigga choose k2 over his family? Smh. Bum ass nigga these days!!,0,,,,
884130889093050373,@Kirstyscullion1 Or no way!!!! Absolutely gutted I am!!!! The dentist is gonna be hammered with kids then if there off school 😓😓😂😂xx,0,,,,
679012482858422272,@MissAmandaMoo I will be sharing a delicious new cookie recipe soon too. Cranberry white chocolate with cream cheese frosting!!,0,,,,
577861890367328256,"Now my question to all those mamas with 3 or more kids who are pregnant, how do you do it? I know we all feel pregnancy different but how?",0,,,,
802708265591341056,I don't wanna work tonight. 😭,0,,,,
790501361469296640,@lukechilts my Spanish has never been great...,0,,,,
590042980066709504,@redletterbaby Ordered one of these whilst doing early morning feed this morning. Hope it works for Elsa!,0,,,,
780332130454925312,Absolutely cracked up at this. @Mullies - take heed! https://t.co/ty1ntQcmny,0,,,,
840176330801106944,Why on gods green earth Did my dr think it was a good idea to schedule me an 8am ultrasound 😩😩😩😭😭😭😭 I live an hour away! 😩😩,0,,,,
427566124956270593,and after four long days my hormones have finally calmed down 🙏 #rantover,0,,,,
806534069391650816,I didn't need two desserts... But I do now need a nap. Christmas has commenced! Thank you @UniversalORL @NBCUniversal 🎅🏼,0,,,,
647496186946035712,Pretty much gone through half a tub of aloe vera just tonight because of how sunburnt me and Ry are😂,0,,,,
763800744587735040,@SueokaAmanda got me addicted to wentworth and I'm almost done with the last season :((((( what do I do now Mandy?!???,0,,,,
804595277755772928,😫 I just love Durril so much.... we have the best memories,0,,,,
613848216031735809,S/o to my little bro @_TheBoiE happy birthday scrub!!!,0,,,,
441001568293625856,"Priorities is always first,bills are always paid. #chyna",0,,,,
873104532636540928,@TicketmasterUK about high numbers of calls and cuts me off! I need to speak to someone!,0,,,,
729390177026707457,Thank you 😘😘 Happy Mothers Day To You Also. https://t.co/Q3hjpPftcQ,0,,,,
651897637331800064,Julión Álvarez Y Su Norteño Banda - El Amor De Su Vida https://t.co/CUojBdJJG3,0,,,,
740166249766899712,@BizInMaidstone @dmsgraphics Yay! - We will be there soon!,0,,,,
776664552016637952,39 weeks pregnant today!!!,0,,,,
854198045352882176,The day I found out huh can row baby slimes in a boat on land. #themoreyouknow #Minecraft #XboxOne https://t.co/vFT526HauE,0,,,,
440297453820993536,@keepupwid_ki 😋😋😩😩😂😂yess Ctfu,0,,,,
762993951007649795,@MiadaDeva i got room to hate yall both,0,,,,
819597383285796869,That's how my guest room was also. Full of clothes lol https://t.co/DABIQ4MOx0,0,,,,
484500701201317888,@BlakeBreakdown hahah http://t.co/kAc8heNLrb ya dumb.,0,,,,
720788209832058881,"Gotta love when someone says they will come to your house to appraise it between 7-7:30PM (why so late, anyway?!) &amp; then they don't come grr",0,,,,
860136684956008448,@RepDavidValadao Our boy has a cleft lip and will require surgery at 2 weeks old. This plan would devastate us financially!,0,,,,
499353463630094337,"I've been horrible sick all day and justin just keeps rubbing my head &amp;back and singing me songs to make me better,I just love him💕",0,,,,
525419671009636353,I get full.. and an hour later i'm starving :o,0,,,,
649961124725551104,How my morning started. As long as my son is healthy I will do whatever I have to do. https://t.co/zGIMe23gwW,0,,,,
525421373968355328,@_mariiax0x0 foreal... that one is up to something lol,0,,,,
811511504327639040,Don't you love it when something you're expecting and very excited about turns up earlier than… https://t.co/7SuDqGPcuY,0,,,,
849868945398140929,If you go everyday fucking your nigga and then y'all go a week without fuckin ... he's fuckin another bitch,0,,,,
707722625204621312,He loves mommy's new blanket &amp; his new swaddle apparently lol https://t.co/LIUVQudIfJ,0,,,,
796683725312507906,Maybe he might surprise us all and actually be a good president.,0,,,,
709180052676734976,Ever look at a person and think Really? You were the strongest sperm? That's how I feel about the entire Presidential election.,0,,,,
722681156823592960,Ashlyn is like a closet racist. One who is racist herself yet calls out every white person as racist. #BrideAndPrejudice,0,,,,
803507299025293313,"28, divorced and 3 kids. - #Flashback https://t.co/pLNbVCHmhS",0,,,,
742498342018650113,@Scottish_Vixen oui. For some reason I thought a second one was a good idea.,0,,,,
599316783053578240,@Crowtherclan Boooo. Hope you had a lovely time. I was well jel seeing your pics every day. 😎☀️,0,,,,
401448651547217920,if my snapchat doesn't start working like right now im going to have a panic attack.,0,,,,
778336474185863168,@Coleyrockin Easy killer.,0,,,,
513893915901300736,"Anyone who knows e liquid, it's thick and hard as fuck to clean. This should be interesting",0,,,,
656630626146238468,@seekatiedraw @TheMuppets I forgot too :O,0,,,,
766817727415582721,"I hope doggy heaven is good to you baby boy.. We had a great 15 years with you Bandit, rest in peace :( https://t.co/Laf6kh5FXV",0,,,,
723984198260891648,My daughter is just so damn breath taking. God she is my heart 🌸💕👶🏽👩🏽💕🌸 https://t.co/542D78Ivi0,0,,,,
875008741976006656,If there's one thing I'm afraid of is looking at the sky and thinking that something big is looking at us or wandering around the sky 🙇🏻‍♀️,0,,,,
835037502893326336,I'm exhausted but my body is restless. I can't stop tossing and turning and it's getting so annoying /: Fml,0,,,,
904342350125813761,my phone has been on 1% for about 7 hours &amp; im so thankful it hasn't died yet 😂,0,,,,
455840844868628480,I'm tired.. And have a 2 hour class tonight. Can I just not study?,0,,,,
707661565487505408,@ckdake possible birthday date?! Maybe midnight release to avoid kids/dumb phone using adults? Lol https://t.co/oGrvYdJ11T,0,,,,
582102711631552512,@FreckledFrogUK Are you heading to the Nursery Show in the next few days?,0,,,,
792493631277903872,bath &amp; body works is having a sale where candles are $10 and lotion/body spray is $5-$8 🙂,0,,,,
845011736268718080,@katiescott_2012 #Goals,0,,,,
464600567474839553,What building u live in around savannah come to my old building tomorrow afta 4,0,,,,
753489138997952513,Ok rant over. I might go back down for a nap. #HelenDoesFeminism,0,,,,
635505839151955969,Omg just drove past @BrckYrdGrnds and it's reopening August 27?! I've missed it so much. #bricktown,0,,,,
773158642501627904,😫 my stomach. Hurts. So. Bad.,0,,,,
625031984419610624,#shrek or #casualty hmmmmm!,0,,,,
690729046632742912,@mel_tar that's why I've held onto soooo much stuff - and I've realized I've never needed it :O So I'm donating/giving away/recycling/etc,0,,,,
804058143084908544,😂😂😂 I hate DESIREE for telling me that shit about the shimmy now I can't stop laughing,0,,,,
722852352911388672,"MoJo(left),Aunna(middle),Precious(right) #MyBabies https://t.co/CNTAgkFiW1",0,,,,
670671720978784257,🏃🏽🏃🏽🏃🏽 to the nail shop soon as I clock out,0,,,,
522576238654017536,say hamburger 😂 https://t.co/Jhd9eLrfui,0,,,,
879315219566088192,Nausea and planes &lt;,0,,,,
414614402978304000,Whoa! Where'd this #belly come from? #me #self #selfs #babyonboard #babybump #BabyBeatty #expecting… http://t.co/b8mq9M7fMr,0,,,,
753620987569172481,@dswebdesign @AndyO_PDetail thanks Guys! ❤️ I'm so late to reply to everyone haha 📞,0,,,,
602115818646736897,Gonna go watch poltergeist with the sistah today,0,,,,
798133496011104256,"Remember, remember last years firework mess!! - #Flashback https://t.co/hrYJmIfkj0",0,,,,
488867257687089152,"@Yassy_loyal2014 I know, I'm bout ready to pop him out",0,,,,
438460460363288576,Just wanna Get away ✈️✈️✈️ for a lil while,0,,,,
807896778209116160,tiff hasnt even been gone 30 minutes and i already miss her.,0,,,,
496026573808881667,@sarahwydeven 🙀🙀 how long are you here for?!,0,,,,
569410861141495808,@KayleighTrebble I know! Can't believe how fast it's gone. We are so unorganised this time. I'm a bit sad too knowing it'll be my last time.,0,,,,
748986653784637440,Only time they spoke during the game was football related talk 🙄 literally his fathers son..Hello .. Im here boys🙋🏻😂 https://t.co/MwWNWKSUAi,0,,,,
756502869033951233,@jstforever gotta have my shit private for a few days bc I have a fan club of stalkers lmfao,0,,,,
877860086667894785,@ellieogrady_x Take your own bedding 😂😂😂xxx,0,,,,
503321678253158400,The fact that on wednesday i find out what gender my baby is&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,,,,
742390190191173632,Yesterday Lee Ann told me to watch Grace &amp; Frankie &amp; now I'm already on the 2nd season 😅 it's hilarious. These old ladies are cooler than me,0,,,,
692446910490263553,@tanner_justine good luck to them all!😂 xxxxxxxx,0,,,,
445536329187614721,I'd really rather not walk half an hour to school just to be more miserable than I am now,0,,,,
754026544859783169,My roommate makes the best tea,0,,,,
509480213810790400,I literally just ate 30 mins ago and I'm already hungry again... But if I tell justin he will think I'm a fatass😒,0,,,,
419752620010377216,@AdamDetrinidad I love you too.,0,,,,
868901481491173376,@wadupgeee You are appreciated 😂❤️,0,,,,
840808797652307968,Kris will be back just in time for the new season of Game of Thrones! Yaaaas! That's our show. 😍💕,0,,,,
379281224897806336,I can't wait to have our annual Pumpkin Carving contest with Nate ☺🎃🍁,0,,,,
773568514691108864,@Matt_Muir @Ferders thanks geeks! 👍🏼,0,,,,
406633790170071040,@PFCGraham okay ill send them friday.,0,,,,
642747176129548291,"@valliere I'm less nauseated in the 2nd, but my running is still pitiful!! I'm not allowed to go over 150❤️rate so I just slow jog/walk",0,,,,
722760015480766464,The Secretary of State needs to hurry TF up and open.,0,,,,
837875876918349824,@crista_sheree Brendan still picks on me :( lol but I really just love food and blame it all on my daughter! 😂😍,0,,,,
524676815194189825,this chilly weather is chapping my lips already time to pull out the nivea and softlips. #nivea #softlips,0,,,,
392147136026255360,@mandiibabyyy your face though &gt;,0,,,,
663075254089048065,Need a million dollars 🙄,0,,,,
716857544531189761,"#MarvMondays is open! Remember to link up, @soot1978 @MaddyLeigh1994 @MrsLighty @etkblog @hellobabybug. https://t.co/xJYXrEMING",0,,,,
764746762896769024,@bientje_pientje total hottie!,0,,,,
722711414499078144,Look at our little lady @chazaustin9 ❤️😍 https://t.co/5Hb5IJwu2m,0,,,,
710272226076008448,Why is it so hard for me to sleep😴,0,,,,
720408531854184451,"Messenger Bots Are Your New Best Friends on Facebook - This morning, like most days, I started my workday with ... https://t.co/oApe6iJBqp",0,,,,
687721269131743232,@JoseyEshelman @WeirdAddicts ohhh fuck no!!!!! If she's expecting her first child then where the fuck is she getting dirty diapers anyways!,0,,,,
742257090127908864,@MudpieFridays @MyPetitCanard No worries! Thanks for linking again. (: xo,0,,,,
772844547705536512,At this point Ima just listen to what my mama said b/c I've seen it for myself... I have a problem &amp; I need help.,0,,,,
757867435261321216,The value in adding value – Kelly Culver: Social Day Kent (Video) https://t.co/cxU7MSROSi,0,,,,
778404961780588544,That's why I ALWAYS tell my clients to text b/c I don't like talking otp.,0,,,,
812324665481986052,Accidentally left the house in a dress that looks like a Victorian hospital gown. People looking at me like I've escaped a pregnancy asylum.,0,,,,
486750244592300032,#Dinner 🍤 #ChefKay #ShrimpFettuccineAlfredo http://t.co/7xg3Ggoc3R,0,,,,
710596014126792704,White bitches love salads and they still age fast 😂😔,0,,,,
824818118916730881,It makes me happy that Kris is so concerned about my health and Lilly's. 💕,0,,,,
737471249354346496,Bruh. These personalities that Tommie got.... It's too much to handle #LHHATL,0,,,,
455617746013679617,Why are my eyes so chinky? 😑 I'm 97% Mexican with just a dash of sexy. Don't make no kinda sense.,0,,,,
647161119312879616,"@seekatiedraw good luck, it could be awesome!!",0,,,,
240486340142182400,"@jsinsheim Well... technically no one's saying that you SHOULDN'T, either. #loopholes",0,,,,
426480582055313408,or getting out of bed...,0,,,,
440279788570152960,Sitting here wondering is my babygurl gonna look like mommy or daddy 😘,0,,,,
887763962586030080,@bettencourt_9 I really do 🙏😍 thank you beautiful !!,0,,,,
346254456133939200,"Happy Fathers Day to the 2 most amazing dads that I know! Seriously y'all, God way out did himself… http://t.co/VOi61AOZhi",0,,,,
833335080747663360,@momdrinkspink Hey! :) #MBFSLinky is open for Spring! Fancy linking up your spring themed posts? Check it out! https://t.co/M44Q7iEQvr,0,,,,
591782616770174977,Miami won Ray Charles can see that #BringIt,0,,,,
828832468081979392,My snapchat story mostly consists of pictures or videos of my dogs. ❤,0,,,,
764324945937575936,@Xannon_ getting on my nerves...won't stop moving,0,,,,
733016355272822784,I love this girl https://t.co/tB81uNVErM,0,,,,
663735708331343872,"@CliffTCM yes, but in turn, (intentionally or not) throws farmers like us under the bus. Happens all too often",0,,,,
881289336544690176,@jenandapen I still need to watch that!,0,,,,
766679405611614208,NEW POST. 5 Little Things {newborn edition} — Linked to #pocolo @MorganPrinceCom @LifeAt139a https://t.co/bneNODhBRL,0,,,,
